[4/8/2024 10:50:43 PM]4.09 20.30 1128.9443 22.53 0
[4/8/2024 10:50:53 PM]3.93 20.38 1129.0300 21.93 0
[4/8/2024 10:51:03 PM]4.02 20.21 1128.8583 21.58 0
[4/8/2024 10:51:13 PM]4.04 20.30 1128.9443 21.75 0
[4/8/2024 10:51:23 PM]3.97 20.21 1128.8583 22.35 0
[4/8/2024 10:51:33 PM]4.00 20.73 1129.3731 22.10 0
[4/8/2024 10:51:44 PM]3.94 20.81 1129.4588 22.18 0
[4/8/2024 10:51:54 PM]3.94 20.81 1129.4588 22.44 0
[4/8/2024 10:52:04 PM]3.90 20.55 1129.2016 22.44 0
[4/8/2024 10:52:14 PM]4.09 20.21 1128.8583 22.01 0
[4/8/2024 10:54:12 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:12 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:12 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:12 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:12 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:12 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:13 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:13 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:13 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:13 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:13 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:13 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:13 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:14 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:14 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:14 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:14 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:14 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:14 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:14 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:14 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:15 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:15 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:15 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:15 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:15 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:15 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:15 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:16 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:16 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:16 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:16 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:16 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:16 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:16 PM]TimeoutException: The operation has timed out.
[4/8/2024 10:54:17 PM]TimeoutException: The operation has timed out.
[4/9/2024 12:06:27 AM]TimeoutException: The operation has timed out.
[4/9/2024 12:06:27 AM]TimeoutException: The operation has timed out.
[4/9/2024 12:06:27 AM]TimeoutException: The operation has timed out.
[4/9/2024 12:06:27 AM]TimeoutException: The operation has timed out.
[4/9/2024 12:06:28 AM]TimeoutException: The operation has timed out.
[4/9/2024 12:06:28 AM]TimeoutException: The operation has timed out.
[4/9/2024 12:06:28 AM]TimeoutException: The operation has timed out.
